Radars;Date;pdssr;pdpsr;pda;pdc;iva;ivc;fc;ft;mt;rng;azim;stat
EBBL;21/10/2020 00:00;;19,46;;;;;;;;8,3;-0,04;geen SSR data
GEEK;21/10/2020 00:00;96,15;73,12;99,1;99,42;0,02;0;0,02;0;0,16;35,7;0,01;
GEMB;21/10/2020 00:00;93,91;83,61;97,61;97,92;1;0,61;1,43;0,06;0,35;57,4;0,14;
EBFS;21/10/2020 00:00;86,93;80,83;96,22;85,17;0,2;0,53;0,69;0;0,01;15,4;0,03;
EBSH;21/10/2020 00:00;91,18;80,89;99,69;99,47;0;0;0;0;0,05;-2;0,06;
LARCE;21/10/2020 00:00;;51,25;;;;;;;;19,2;-0,05;
S723E;22/10/2020 00:00;92,72;84,32;99,93;99,84;0;0,01;0,01;0;0,17;10;-0,05;
EBBE;22/10/2020 00:00;77,3;69,9;93,71;91,69;0,14;0,13;0,24;0,08;1,43;78,3;-0,21;
EBBL;22/10/2020 00:00;;16,06;;;;;;;;61,3;-0,05;geen SSR data
GEEK;22/10/2020 00:00;94,74;74,53;98,92;98,59;0,02;0,01;0,03;0;0,27;19,6;0,01;
GEMB;22/10/2020 00:00;94,65;84,66;97,45;97,26;0,91;0,52;1,29;0,06;1,36;42,9;0,12;
EBFS;22/10/2020 00:00;88,79;83,61;99,9;99,89;0;0;0;0;0,01;5;0,02;
EBSH;22/10/2020 00:00;;66,5;;;;;;;;-55,9;0,08;geen SSR
LARCE;22/10/2020 00:00;;41,41;;;;;;;;6,4;-0,04;
S723E;23/10/2020 00:00;93,33;82,04;99,89;99,83;0;0;0;0;0,1;4,2;-0,04;
S723E;24/10/2020 00:00;95,19;88,47;99,96;99,9;0;0,01;0,01;0;0,03;26,7;-0,04;
S723E;25/10/2020 00:00;93,8;84,11;99,91;99,84;0;0;0;0;0,05;-12,8;-0,04;
EBBE;23/10/2020 00:00;68,18;57,95;92,14;90,83;0,12;0,16;0,27;0,04;1,32;106,7;-0,2;
EBBE;24/10/2020 00:00;73,09;67,96;98,4;98;0,06;0,06;0,11;0,16;0,66;126,1;-0,18;
EBBE;25/10/2020 00:00;79,27;69,06;97,72;97,21;0,07;0,09;0,15;0,07;0,6;103,5;-0,18;
EBBL;23/10/2020 00:00;;15,07;;;;;;;;-48,2;-0,03;geen SSR data
EBBL;24/10/2020 00:00;;17,82;;;;;;;;7,7;-0,01;geen SSR data
EBBL;25/10/2020 00:00;;18,51;;;;;;;;-37,8;-0,03;geen SSR data
GEEK;23/10/2020 00:00;97,39;81,28;99,25;98,75;0;0;0;0;0,05;-52,4;0,02;
GEEK;24/10/2020 00:00;96,93;72,4;98,5;99,44;0,01;0;0,01;0;0,11;46,9;0,01;
GEEK;25/10/2020 00:00;96,91;70,67;99,04;98,68;0,01;0;0,01;0;0,07;-1,6;0,01;
GEMB;23/10/2020 00:00;94,67;84,7;98,3;98,72;0,74;0,39;1,02;0,08;0,77;61,5;0,39;
GEMB;24/10/2020 00:00;95,74;85,65;98,39;98,88;0,68;0,29;0,93;0,07;1,04;60,1;0,15;
GEMB;25/10/2020 00:00;95,96;85,25;98,8;99,07;0,6;0,3;0,84;0,09;0,84;28,7;0,15;
EBFS;23/10/2020 00:00;85,67;69,82;99,85;99,8;0;0;0;0;0;-2,5;0,03;
EBFS;24/10/2020 00:00;91,99;89,54;99,88;99,67;0;0,01;0,01;0;0;9,7;0,03;
EBFS;25/10/2020 00:00;89,24;84,74;99,87;99,87;0;0;0;0;0;-26,9;0,01;
EBSH;23/10/2020 00:00;;64;;;;;;;;-4,4;0,11;geen SSR
EBSH;24/10/2020 00:00;;77,77;;;;;;;;-11,1;0,08;geen SSR
EBSH;25/10/2020 00:00;;73,9;;;;;;;;-52,3;0,08;geen SSR
LARCE;23/10/2020 00:00;;26,07;;;;;;;;-21,7;-0,02;
LARCE;24/10/2020 00:00;;44,98;;;;;;;;-0,1;-0,03;
LARCE;25/10/2020 00:00;;40,37;;;;;;;;-60,8;-0,03;
S723E;26/10/2020 00:00;92,84;85,11;99,93;99,9;0;0,01;0,01;0;0,17;-27,6;-0,04;
S723E;27/10/2020 00:00;93,13;84,47;99,92;99,96;0;0;0;0;0,14;16,9;-0,04;
S723E;28/10/2020 00:00;95,28;87,8;99,96;99,93;0;0;0;0;0,13;-8,7;-0,05;
EBBE;26/10/2020 00:00;74,69;65,13;96,83;96,61;0,09;0,09;0,17;0,08;1,13;49,2;-0,19;
EBBE;27/10/2020 00:00;71,18;66,38;95,21;94,54;0,05;0,1;0,15;0,09;0,66;110;-0,18;
EBBE;28/10/2020 00:00;80,67;73,83;94,87;94,33;0,07;0,12;0,17;0,1;0,88;79,6;-0,22;
EBBL;26/10/2020 00:00;;13,76;;;;;;;;-33,6;-0,01;geen SSR data
EBBL;27/10/2020 00:00;;14,52;;;;;;;;-11;-0,02;geen SSR data
EBBL;28/10/2020 00:00;;18,53;;;;;;;;-86;-0,05;geen SSR data
GEEK;22/02/2022 00:00;95,72;85,02;99,71;99,95;0;0;0;0;0,26;10,3;-0,06;
GEMB;22/02/2022 00:00;95,8;;97,3;97,66;1,13;0,79;1,6;0,01;0,24;57,1;0;
EBFS;22/02/2022 00:00;91,13;89,26;99,89;99,84;0;0;0;0;0,01;-7,3;0,03;
EBSH;22/02/2022 00:00;;75,58;;;;;;;;-30,5;0,12;
LARCE;22/02/2022 00:00;;;;;;;;;;;;U/S
LARCE;;;;;;;;;;;;;No Data
S723E;23/02/2022 00:00;94,94;84,31;99,89;99,49;0,01;0,01;0,02;0;0,19;1,9;-0,01;
EBBE;23/02/2022 00:00;;54,12;;;;;;;;60,3;0;
EBBL;23/02/2022 00:00;83,12;66,96;98,83;98,33;0,03;0,01;0,04;0;0,02;-2,1;0;
GEEK;23/02/2022 00:00;95,51;53,92;99,37;98,99;0,04;0,01;0,05;0;0,15;23;-0,05;
GEMB;23/02/2022 00:00;;;;;;;;;;;;no data
EBFS;23/02/2022 00:00;90,34;74,91;99,88;99;0,04;0;0,04;0;0,01;-9,1;0,03;
EBSH;23/02/2022 00:00;;63,63;;;;;;;;-26;0,13;
LARCE;23/02/2022 00:00;;;;;;;;;;;;U/S
S723E;24/02/2022 00:00;95,69;88,26;99,91;99,96;0;0;0;0;0,17;-28,8;-0,01;
EBBE;24/02/2022 00:00;;77,53;;;;;;;;22,5;-0,01;
EBBL;24/02/2022 00:00;;82,89;;;;;;;;-66,4;-0,03;No MSSR
GEEK;24/02/2022 00:00;97,76;78,67;99,7;99,96;0;0;0;0;0,2;-10,3;-0,04;
GEMB;24/02/2022 00:00;;;;;;;;;;;;no data
EBFS;24/02/2022 00:00;92,56;88,61;99,87;99,87;0;0;0;0;0;-43,5;0,02;
EBSH;24/02/2022 00:00;;79,21;;;;;;;;-81;0,12;
LARCE;24/02/2022 00:00;;;;;;;;;;;;U/S
S723E;25/02/2022 00:00;96,22;88,92;99,94;99,98;0;0;0;0;0,05;-8,5;0;
S723E;26/02/2022 00:00;96,36;86,36;99,89;99,89;0;0;0;0;0,08;11,3;0;
S723E;27/02/2022 00:00;95,54;85,96;99,87;99,59;0;0;0;0;9,6;0;;
EBBE;25/02/2022 00:00;;70,09;;;;;;;;36,7;0;
EBBE;26/02/2022 00:00;;51,93;;;;;;;;61,7;0;
EBBE;27/02/2022 00:00;;55,02;;;;;;;;67,1;0,01;
EBBL;25/02/2022 00:00;91,5;80,3;99,82;99,98;0,01;0,01;0,01;0;0,01;-27,7;0,02;
EBBL;26/02/2022 00:00;80,21;67,25;98,77;99,43;0;0;0,01;0;0,01;4;0,03;
EBBL;27/02/2022 00:00;79,19;67,34;98,9;99,74;0;0,01;0,01;0;0,01;5,7;0,02;
GEEK;25/02/2022 00:00;96,64;86,08;99,73;99,44;0;0;0;0,01;0,05;-26,3;-0,04;
GEEK;26/02/2022 00:00;95,11;74,81;98,94;99,29;0,02;0,01;0,02;0;0,17;17;0;
GEEK;27/02/2022 00:00;95,25;75,99;98,88;98,73;0;0,01;0,01;0,04;0,19;27,5;-0,01;
GEMB;25/02/2022 00:00;94,23;90,37;98,45;98,63;0,69;0,47;1,06;0,04;0,14;31,7;0,01;
GEMB;26/02/2022 00:00;91,31;85,62;97,53;97,44;1;0,69;1,54;0,04;0,86;67,4;0,02;
GEMB;27/02/2022 00:00;91,73;86,59;97,61;98,05;0,95;0,66;1,49;0,05;0,67;62;0;
EBFS;25/02/2022 00:00;93,04;85,77;99,89;99,86;0;0;0;0;0;-29;0,03;
EBFS;26/02/2022 00:00;91,98;79,72;99,89;99,56;0;0;0;0;0,01;-7,2;0,03;
EBFS;27/02/2022 00:00;91,6;78,76;99,89;99,7;0;0;0;0;0,01;-2,3;0,03;
EBSH;25/02/2022 00:00;;80,48;;;;;;;;-62,5;0,13;
EBSH;26/02/2022 00:00;;68,51;;;;;;;;-27;0,13;
EBSH;27/02/2022 00:00;;69,84;;;;;;;;-21,2;0,13;
LARCE;25/02/2022 00:00;;;;;;;;;;;;U/S
LARCE;25/02/2022 00:00;;;;;;;;;;;;U/S
LARCE;26/02/2022 00:00;;;;;;;;;;;;U/S
S723E;28/02/2022 00:00;94,88;86,51;99,9;99,77;0;0;0;0;0,2;10,4;-0,01;
EBBE;28/02/2022 00:00;;61,17;;;;;;;;74,2;0;
EBBL;28/02/2022 00:00;;;;;;;;;;;;No Data
GEEK;28/02/2022 00:00;94,69;77,81;98,92;99,39;0;0;0,01;0;0,27;32,5;-0,01;
GEMB;28/02/2022 00:00;93,8;89,07;97,51;97,7;1;0,65;1,51;0,04;0,78;73,8;0,01;
EBFS;28/02/2022 00:00;90,41;81,14;99,88;99,84;0;0;0;0;0;-8,9;0,02;
EBSH;28/02/2022 00:00;;70,29;;;;;;;;-27,6;0,13;
LARCE;27/02/2022 00:00;;;;;;;;;;;;U/S
EBBE;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBL;07/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEEK;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEMB;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBFS;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBSH;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
LARCE;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
S723E;07/10/2022 00:00;96,28;86,22;99,92;99,83;0;0;0;0;0,07;23,5;0;
EBBL;07/10/2022 00:00;83,78;69,81;99,35;99,6;0,01;0;0,01;0;0,02;32;-0,03;
GEEK;07/10/2022 00:00;90,06;72,47;99,31;98,62;0;0;0;0;0,16;31,3;-0,06;
EBFS;07/10/2022 00:00;92,27;79,9;99,89;99,58;0;0;0;0;0;4,3;0,05;
EBSH;07/10/2022 00:00;;65,62;;;;;;;;-4,3;0,11;
EBBE;07/10/2022 00:00;;57,81;;;;;;;;113,2;-0,01;
GEMB;07/10/2022 00:00;85,58;75,29;98,75;96,17;0,64;0,48;1,02;0,01;1,27;58,6;0,01;
LARCE;07/10/2022 00:00;;35,75;0;0;0;0;0;0;0;37,8;-0,04;
S723E;08/10/2022 00:00;94,31;82,43;99,81;99,85;0,03;0;0,03;0;0,05;15,5;0;
EBBL;08/10/2022 00:00;82,37;61,01;99,05;99,72;0;0,02;0,02;0;0,05;27,8;-0,01;
GEEK;08/10/2022 00:00;94,84;76,64;99,39;99,48;0;0;0;0;0,22;36,5;-0,05;
EBFS;08/10/2022 00:00;88,21;78,84;99,85;99,55;0,02;0;0,03;0;0;-3;0,05;
EBSH;08/10/2022 00:00;;58,08;;;;;;;;-26;0,1;
EBBE;08/10/2022 00:00;;50,24;;;;;;;;70,7;0;
GEMB;08/10/2022 00:00;90,55;72,3;98,56;95,84;0,61;0,48;1;0,01;1,96;47,2;0;
LARCE;08/10/2022 00:00;;27,92;0;0;0;0;0;0;0;-4,7;-0,03;
S723E;09/10/2022 00:00;95,58;84,26;99,85;99,69;0;0;0;0;0,05;16,8;0;
EBBL;09/10/2022 00:00;78,8;64,3;98,84;99,2;0,01;0,01;0,02;0;0,01;35,1;-0,02;
GEEK;09/10/2022 00:00;92,76;73,09;99,28;99,12;0;0,02;0,02;0;0,18;27,1;-0,05;
EBFS;09/10/2022 00:00;89,93;77,48;99,87;99,69;0;0;0;0;0;1,4;0,06;
EBSH;09/10/2022 00:00;;63,94;;;;;;;;-23,6;0,1;
EBBE;09/10/2022 00:00;;57,45;;;;;;;;87,7;0;
GEMB;09/10/2022 00:00;92,53;78,51;98,54;95,41;0,6;0,41;0,95;0,01;2,4;66,1;0,01;
LARCE;09/10/2022 00:00;;34,96;0;0;0;0;0;0;0;5,1;-0,03;
S723E;10/10/2022 00:00;96,35;88,75;99,94;99,98;0;0;0;0;0,05;33,7;0,01;
EBBL;10/10/2022 00:00;90,32;76,74;99,53;99,99;0,01;0,01;0,02;0;0,02;37,2;-0,02;
GEEK;10/10/2022 00:00;96,24;82,17;99,48;99,4;0,01;0;0,01;0;0,21;24,4;-0,06;
EBFS;10/10/2022 00:00;95,04;90,98;99,89;99,84;0;0;0,01;0;0;0,3;0,06;
EBSH;10/10/2022 00:00;;74,2;;;;;;;;-23,1;0,1;
EBBE;10/10/2022 00:00;;71,42;;;;;;;;96,9;-0,01;
GEMB;10/10/2022 00:00;80,34;85,13;99,1;97,24;0,4;0,33;0,67;0,01;0,84;64,7;0;
LARCE;10/10/2022 00:00;;54,83;0;0;0;0;0;0;0;24,4;-0,04;
S723E;11/10/2022 00:00;96,04;87,32;99,9;99,9;0;0;0;0;0,1;23,2;0,01;
EBBL;11/10/2022 00:00;86,19;72,92;99,26;99,29;0,01;0;0,02;0;0,04;35,2;-0,01;
GEEK;11/10/2022 00:00;96,13;82,61;99,66;99,51;0,01;0,01;0,02;0;0,19;51,6;0,03;
EBFS;11/10/2022 00:00;93;88,28;99,89;99,6;0;0;0;0;0;-5,9;0,06;
EBSH;11/10/2022 00:00;;74,39;;;;;;;;-25,4;0,1;
EBBE;11/10/2022 00:00;;67,94;;;;;;;;83,3;-0,03;
GEMB;11/10/2022 00:00;95,53;78,59;98,56;96,15;0,68;0,44;1,04;0,01;1,31;68,8;0,01;
LARCE;11/10/2022 00:00;;51,45;0;0;0;0;0;0;0;-1,5;-0,02;
S723E;12/10/2022 00:00;96,39;86,14;99,87;99,72;0,01;0;0,02;0;0,12;25,5;0;
EBBL;12/10/2022 00:00;83,7;66,6;99,3;98,84;0,01;0,01;0,01;0;0,01;34,3;-0,02;
GEEK;12/10/2022 00:00;95,51;65,4;99,67;99,49;0,02;0;0,02;0;0,23;47,9;0,04;
EBFS;12/10/2022 00:00;93,3;83,42;99,89;99,37;0;0;0,01;0;0;3,2;0,06;
EBSH;12/10/2022 00:00;;70,45;;;;;;;;-18,6;0,1;
EBBL;11/02/2021 00:00;;;;;;;;;;;;no data
GEEK;10/02/2021 00:00;;;;;;;;;;;;no data
GEEK;11/02/2021 00:00;;;;;;;;;;;;no data
GEMB;10/02/2021 00:00;95,2;88,3;98,08;98,48;0,71;0,51;1,11;0,01;0,53;0,7;0,18;
GEMB;11/02/2021 00:00;93,06;87,3;97,91;98,44;0,81;0,46;1,12;0,03;0,61;6,1;0,15;
EBFS;10/02/2021 00:00;79,54;77,52;99,91;99,9;0;0;0;0;0;-11,3;0,01;
EBFS;11/02/2021 00:00;88,19;73,86;99,91;99,34;0;0,01;0,01;0;0,01;-16,9;0,01;
EBSH;10/02/2021 00:00;90,99;74,4;99,85;99,82;0;0;0;0;0,01;-35,9;0,09;
EBSH;11/02/2021 00:00;92,95;76,28;99,67;99,55;0,05;0,01;0,07;0;0;-34,9;0,08;
LARCE;10/02/2021 00:00;;31,89;;;;;;;;-46,3;-0,04;
LARCE;11/02/2021 00:00;;28,49;;;;;;;;-43,5;-0,01;
S723E;12/02/2021 00:00;94,06;81,35;99,92;99,98;0,03;0,01;0,04;0;0,01;0,8;-0,03;
S723E;13/02/2021 00:00;93,43;81,64;99,91;99,51;0,04;0;0,04;0;0;7,4;-0,01;
S723E;14/02/2021 00:00;93,98;82,7;99,96;99,98;0;0;0;0;0,05;9,1;-0,02;
EBBE;12/02/2021 00:00;72,54;55,81;94,04;93,56;0,05;0,07;0,12;0;1,46;100,6;-0,18;
EBBE;13/02/2021 00:00;56,79;53,31;92,58;90,93;0,17;0,1;0,26;0,02;0,95;102,4;-0,17;
EBBE;14/02/2021 00:00;56,5;57,32;93,5;93,07;0,03;0,1;0,13;0,01;1,12;93,2;-0,16;
EBBL;12/02/2021 00:00;;;;;;;;;;;;no data
EBBL;13/02/2021 00:00;;;;;;;;;;;;no data
EBBL;14/02/2021 00:00;;;;;;;;;;;;no data
GEEK;12/02/2021 00:00;97,4;74,11;99,72;99,46;0,02;0,01;0,03;0;0,06;28,8;0,02;
GEEK;13/02/2021 00:00;96,93;71,29;99,51;98,91;0,03;0;0,03;0;0,06;34;0,04;
GEEK;14/02/2021 00:00;97,21;73,41;99,55;97,65;0,04;0;0,04;0;0,31;37,8;0,02;
GEMB;12/02/2021 00:00;93,92;86,32;99,28;99,43;0,38;0,2;0,53;0,04;1,1;8,9;0,12;
GEMB;13/02/2021 00:00;94,71;85,08;98,37;98,95;0,64;0,33;0,91;0,01;0,99;13,8;0,12;
GEMB;14/02/2021 00:00;95,33;86,96;98,5;98,95;0,59;0,19;0,74;0,04;0,86;53,3;0,14;
EBFS;12/02/2021 00:00;88,76;77,12;99,9;99,74;0,01;0;0,01;0;0;-28,2;0,01;
EBFS;13/02/2021 00:00;84,28;74,26;99,85;99,3;0,05;0,01;0,06;0;0;-9;0,02;
EBFS;14/02/2021 00:00;88,97;80,26;99,93;99,91;0;0;0;0;0,06;-5,4;0,03;
EBSH;12/02/2021 00:00;92,62;79,42;99,8;99,45;0;0,01;0,01;0;0;-28,2;0,08;
EBSH;13/02/2021 00:00;91,14;69,72;99,69;99,49;0,07;0;0,07;0;0;-24,9;0,07;
EBSH;14/02/2021 00:00;92,76;73,16;99,7;98,15;0;0;0;0;0;-26,8;0,07;
LARCE;12/02/2021 00:00;;32,4;;;;;;;;-29,2;-0,03;
LARCE;13/02/2021 00:00;;25,65;;;;;;;;-24,3;-0,02;
LARCE;14/02/2021 00:00;;28,8;;;;;;;;-14,1;-0,01;
S723E;15/02/2021 00:00;92,44;83,53;99,94;99,93;0;0;0;0;0,22;13,6;-0,04;
EBBE;15/02/2021 00:00;65,11;70,27;94,04;90,26;0,04;0,12;0,16;0;2,56;77,7;-0,2;
EBBL;15/02/2021 00:00;;;;;;;;;;;;no data
GEEK;15/02/2021 00:00;97,45;81,72;99,98;99,99;0;0;0;0;0,4;10,7;0,01;
GEMB;15/02/2021 00:00;;;;;;;;;;;;no data
EBFS;15/02/2021 00:00;85,29;78,01;99,94;99,68;0;0;0;0;0;5;0,03;
EBSH;15/02/2021 00:00;92,23;80,57;99,74;99,54;0;0;0;0;0,05;-18,3;0,08;
LARCE;15/02/2021 00:00;;43,94;;;;;;;;-9,9;-0,05;
S723E;16/02/2021 00:00;90,15;74,91;99,73;99,99;0,09;0;0,09;0,01;0,48;0,4;-0,01;
EBBE;16/02/2021 00:00;52,96;58,97;93,32;90,33;0,04;0,05;0,08;0,01;5,28;65,6;-0,1;
EBBL;16/02/2021 00:00;;;;;;;;;;;;no data
GEEK;16/02/2021 00:00;96,64;68,88;99,63;99,77;0;0;0;0;0,31;34,4;0,02;
GEMB;16/02/2021 00:00;;;;;;;;;;;;no data
EBFS;16/02/2021 00:00;82,55;74,19;99,89;99,01;0;0;0;0;0,03;-19,5;0,04;
EBSH;16/02/2021 00:00;87,59;70,31;99,7;99,53;0;0;0;0;0,05;-30,4;0,1;
LARCE;16/02/2021 00:00;;33,51;;;;;;;;-19,3;-0,02;
S723E;17/02/2021 00:00;92,54;79,08;99,88;99,66;0,05;0;0,05;0;0,43;5,1;-0,03;
EBBE;17/02/2021 00:00;61,04;61,12;91,6;90,39;0,05;0,08;0,14;0;5,2;62,5;-0,18;
EBBL;17/02/2021 00:00;;;;;;;;;;;;no data
GEEK;17/02/2021 00:00;96,92;73,14;99,63;99,03;0,02;0;0,02;0;0,31;39,2;0,01;
GEMB;17/02/2021 00:00;93,74;85,18;98,18;98,14;0,62;0,42;0,92;0,02;0,41;28,7;0,15;
EBFS;17/02/2021 00:00;86,98;75,72;99,85;99,8;0,06;0;0,06;0;0,01;-14,3;0,03;
EBSH;17/02/2021 00:00;90,21;72,85;99,75;99,67;0,05;0,01;0,06;0;0,03;-31,9;0,08;
LARCE;17/02/2021 00:00;;31,43;;;;;;;;-27,1;-0,02;
S723E;18/02/2021 00:00;92,39;79,35;99,88;99,99;0;0;0;0;0,16;-17;-0,03;
EBBE;18/02/2021 00:00;61,36;59,06;90,93;90,37;0,04;0,04;0,08;0;3,9;70,3;-0,17;
EBBE;;;;;;;;;;;;;
EBBL;18/02/2021 00:00;;;;;;;;;;;;no data
GEEK;18/02/2021 00:00;96,39;66,28;99,57;98,9;0;0,01;0,01;0;0,35;-15,6;0,03;
GEMB;18/02/2021 00:00;93,95;75,52;98,41;98,77;0,5;0,29;0,75;0,16;0,22;70,3;0,16;
EBFS;18/02/2021 00:00;79,86;71,46;99,92;99,3;0;0,01;0,01;0;0,01;-31,1;0,03;
EBSH;18/02/2021 00:00;88,85;69,94;99,74;99,13;0;0,01;0,01;0;0,03;-45;0,08;
LARCE;18/02/2021 00:00;;30,6;;;;;;;;-61,3;-0,04;
S723E;19/02/2021 00:00;89,56;75,52;99,79;99,81;0;0,02;0,02;0;0,07;12,8;-0,02;
S723E;20/02/2021 00:00;90,11;73,48;99,79;99,79;0;0,01;0,01;0;0,07;7,3;-0,02;
S723E;21/02/2021 00:00;91,31;75,45;99,83;99,12;0;0;0,01;0;0,04;12,7;-0,04;
EBBE;19/02/2021 00:00;54,06;52,2;85,17;84,26;0,08;0,2;0,25;0,01;4,65;103;-0,14;
EBBE;20/02/2021 00:00;58,51;55,78;91,28;88,91;0,08;0,09;0,16;0,03;2,23;86;-0,18;
EBBE;21/02/2021 00:00;60,03;57,8;89,16;87,78;0,08;0,1;0,18;0,01;2,19;101;-0,18;
EBBL;19/02/2021 00:00;;;;;;;;;;;;no data
EBBL;20/02/2021 00:00;;;;;;;;;;;;no data
EBBL;21/02/2021 00:00;;;;;;;;;;;;no data
GEEK;19/02/2021 00:00;96,02;68,58;99,58;98;0;0,01;0,01;0;0,12;9;0,05;
GEEK;20/02/2021 00:00;96,08;59,14;99,27;99,3;0,04;0,01;0,05;0;0,42;65,3;0,03;
GEEK;21/02/2021 00:00;95,86;57,07;99,46;97,91;0,01;0;0,01;0;0,18;72,9;0,06;
GEMB;19/02/2021 00:00;92,39;75,86;98,03;98,45;0,71;0,4;1,04;0,06;1,31;50,2;0,12;
GEMB;20/02/2021 00:00;92,15;68,62;97,87;98,72;0,61;0,33;0,91;0,01;1,02;122;0,12;
GEMB;21/02/2021 00:00;92,18;66,54;97,43;97,92;1;0,64;4,53;0,01;0,92;42,3;0,08;
EBFS;19/02/2021 00:00;84,21;66,12;99,88;99,4;0,06;0,01;0,06;0;0;-7,6;0,03;
EBFS;20/02/2021 00:00;80,21;69,11;99,94;99,48;0;0;0;0;0;-2,9;0,03;
EBFS;21/02/2021 00:00;80,55;66;99,89;99,73;0;0;0;0;0;-23,9;0,01;
EBSH;19/02/2021 00:00;87,78;69,55;99,76;99,54;0,05;0,02;0,07;0;0;-19,7;0,08;
EBSH;20/02/2021 00:00;86,99;65,45;99,78;99,22;0;0;0;0;0,03;-19,8;0,08;
EBSH;21/02/2021 00:00;87,28;65,51;99,83;99,6;0;0;0;0;0,01;-32,7;0,09;
LARCE;19/02/2021 00:00;;22,17;;;;;;;;-16,8;-0,03;
LARCE;20/02/2021 00:00;;21,13;;;;;;;;-20,7;-0,03;
LARCE;21/02/2021 00:00;;24,01;;;;;;;;-15,2;-0,06;
S723E;23/02/2021 00:00;91,57;80,13;99,84;99,88;0,01;0;0,01;0;0,13;15,5;-0,03;
EBBE;22/02/2021 00:00;61,25;56,63;93,23;93,28;0,07;0,06;0,12;0,01;2,11;89,3;-0,14;
EBBL;22/02/2021 00:00;;;;;;;;;;;;no data
GEEK;22/02/2021 00:00;92,95;46,97;99,37;99,12;0,03;0,01;0,04;0;0,44;38,1;0,04;
GEMB;22/02/2021 00:00;94,07;79,95;98,14;98,39;0,61;0,37;0,92;0,01;0,75;46,3;0,11;
EBFS;22/02/2021 00:00;85,13;75,76;99,9;99,78;0,02;0;0,02;0;0,03;-8,4;0,04;
EBSH;22/02/2021 00:00;;;;;;;;;;;;geen data maintenance
LARCE;22/02/2021 00:00;;28,73;;;;;;;;-8,2;-0,02;
S723E;24/02/2021 00:00;92,39;80,98;99,92;99,98;0;0,01;0,01;0,01;0,19;41,2;-0,04;
EBBE;23/02/2021 00:00;57,66;60,96;93,35;91,14;0,03;0,07;0,08;0;5,53;118,1;-0,14;
EBBL;23/02/2021 00:00;;;;;;;;;;;;no data
GEEK;23/02/2021 00:00;98,16;70,77;99,52;99,27;0,01;0,01;0,02;0;0,37;120,9;0;
GEMB;23/02/2021 00:00;92,98;75,57;98,1;98,7;0,74;0,41;1,06;0;1;49,3;0,11;
EBFS;23/02/2021 00:00;87,97;80,91;99,94;99,34;0;0,02;0,03;0;0,02;37,7;0,02;
EBSH;23/02/2021 00:00;;;;;;;;;;;;geen data maintenance
LARCE;23/02/2021 00:00;;34,8;;;;;;;;51,3;-0,06;
S723E;22/02/2021 00:00;91,28;78,46;99,88;99,38;0,01;0,01;0,02;0;0,24;22,5;-0,02;
EBBE;24/02/2021 00:00;60,6;57,97;87,14;85,72;0,08;0,13;0,19;0,01;3,52;104,7;-0,17;
EBBL;24/02/2021 00:00;;;;;;;;;;;;no data
GEEK;24/02/2021 00:00;94,86;41,89;99,45;98,56;0,07;0;0,07;0;0,25;63,2;0,01;
GEMB;24/02/2021 00:00;73,66;50,36;97,45;98,06;0,86;0,47;1,21;0,03;2,41;91,2;0,1;
EBFS;24/02/2021 00:00;83,67;73,83;99,89;99,03;0;0;0;0;0,01;-5,6;0,04;
EBSH;24/02/2021 00:00;89,44;72,2;99,74;99,33;0,04;0;0,04;0;0,07;-23,1;0,09;
LARCE;24/02/2021 00:00;;26,88;;;;;;;;-11,9;-0,02;
S723E;25/02/2021 00:00;93,46;76,63;99,88;99,64;0;0;0;0;0,2;25,1;-0,02;
EBBE;25/02/2021 00:00;63,57;60,78;90,31;89,22;0,05;0,11;0,16;0,01;3,95;104;-0,18;
EBBL;25/02/2021 00:00;;;;;;;;;;;;no data
GEEK;25/02/2021 00:00;97,51;60,55;99,6;98,93;0;0,02;0,02;0;0,26;48,5;0,04;
GEMB;25/02/2021 00:00;93,28;77,19;97,36;97,66;0,75;0,53;1,13;0,01;1,48;48,8;0,14;
EBFS;25/02/2021 00:00;89,7;78,17;99,89;99,63;0,03;0;0,03;0;0,03;-9,4;0,05;
EBSH;25/02/2021 00:00;65,45;;99,78;99,64;0;0;0;0;0,06;-28,4;0,06;
LARCE;25/02/2021 00:00;;35,3;;;;;;;;-2,3;-0,03;
S723E;26/02/2021 00:00;91,64;76,71;99,54;99,21;0,01;0,01;0,02;0;0,07;16,7;-0,01;
S723E;27/02/2021 00:00;93,68;81,82;99,95;99,19;0;0;0;0;0,03;31,2;-0,03;
S723E;28/02/2021 00:00;94,2;80,8;99,92;98,17;0;0,01;0,01;0;0,05;28;-0,02;
EBBE;26/02/2021 00:00;56,89;52,02;83,61;82,79;0,11;0,21;0,31;0,02;3,32;105;-0,16;
EBBE;27/02/2021 00:00;65,78;57,69;90,16;88,62;0,07;0,1;0,14;0;2,21;142,7;-0,19;
