Radars;Date;pdssr;pdpsr;pda;pdc;iva;ivc;fc;ft;mt;rng;azim;stat
LARCE;17/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;18/05/2020 00:00;;;;;;;;;;;;geen data
GEMB;15/05/2020 00:00;89,78;79,76;98,11;98,41;0,58;0,41;0,95;0;0,99;51,9;0,15;
GEMB;16/05/2020 00:00;86,52;62,07;97,09;96,28;0,8;0,78;1,49;0;1,83;83,3;0,19;
GEMB;17/05/2020 00:00;87,29;63,94;96,19;94,71;1,03;1,1;1,95;0;2,06;65,7;0,15;
GEMB;18/05/2020 00:00;88,97;78,55;97,06;97,11;0,89;0,78;1,48;0;0,99;76,3;0,19;
EBFS;13/05/2020 00:00;75,44;64,54;99,8;98,48;0;0,01;0,01;0;0;-13,1;0,02;
EBFS;14/05/2020 00:00;72,87;71,84;99,9;99,11;0;0,02;0,02;0;0,01;-3,5;0,04;
EBFS;15/05/2020 00:00;78,91;65,79;99,88;99,9;0;0;0;0;0;-6,2;0,03;
EBFS;16/05/2020 00:00;73,41;72,29;99,86;98,46;0;0;0;0;0,01;-12,2;0,05;
EBFS;17/05/2020 00:00;76,22;69,53;99,91;97,46;0;0;0;0;0;-9,1;0,02;
EBFS;18/05/2020 00:00;80,29;68,88;99,89;99,23;0;0,02;0,02;0;0;14,6;0,04;
S723E;19/05/2020 00:00;88,84;71,61;99,86;99,76;0,02;0,03;0,05;0;0,25;17,7;0,01;
S723E;20/05/2020 00:00;87,68;68,44;99,61;99,36;0,06;0,15;0,18;0;0,31;20,1;0,01;
S723E;21/05/2020 00:00;86,64;62,97;99,69;98,93;0;0;0;0;0,19;26,6;0,02;
S723E;22/05/2020 00:00;90,64;78,43;99,66;99,98;0;0,01;0,01;0;0,05;29,5;0;
S723E;23/05/2020 00:00;87,53;71,83;99,89;99,04;0;0;0;0;0,01;22,2;0;
S723E;24/05/2020 00:00;92,5;79,26;99,92;99,85;0;0,01;0,01;0;0;17,4;0,01;
EBBE;19/05/2020 00:00;62,32;52,96;92,22;91,88;0,06;0,1;0,15;0;0,57;17,7;-0,19;
EBBE;20/05/2020 00:00;68,23;49,98;92,53;92,07;0,06;0,26;0,32;0;0,76;98,9;-0,22;
EBBE;21/05/2020 00:00;59,65;50,25;93,55;90,35;0,03;0,09;0,12;0;0,7;103,8;-0,18;
EBBE;22/05/2020 00:00;65,23;47,02;97,09;97,03;0,01;0,06;0,07;0;0,34;144,6;-0,23;
EBBE;23/05/2020 00:00;68,01;51,61;95,51;92,43;0,05;0,06;0,1;0;0,46;102,1;-0,19;
EBBE;24/05/2020 00:00;65,4;54,87;98,46;98,41;0,03;0,03;0,05;0,01;0,48;87,7;-0,17;
EBBL;19/05/2020 00:00;43,3;22,4;98,04;99,9;0;0,03;0,03;0;0,06;-1,2;0,08;
EBBL;20/05/2020 00:00;36,35;19,39;98,41;99,76;0;0,13;0,13;0;0,03;14,7;0,06;
EBBL;21/05/2020 00:00;30,57;13,29;97,05;98,6;0,08;0,02;0,1;0;0,48;2,3;0,07;
EBBL;22/05/2020 00:00;44,96;21,69;98,4;99,91;0;0;0;0;0;28,2;0,1;
EBBL;23/05/2020 00:00;34,35;16,12;98,44;99,92;0;0,06;0,06;0;0,01;29,1;0,09;
EBBL;24/05/2020 00:00;55,58;34,98;99,09;99,93;0;0;0;0;0,01;13,8;0,1;
GEEK;19/05/2020 00:00;94,61;65,28;99,22;99,33;0,04;0,05;0,09;0;0,5;46,9;0,03;
GEEK;20/05/2020 00:00;94,23;54,82;98,94;99,29;0;0,08;0,08;0;0,37;40,7;0,02;
GEEK;21/05/2020 00:00;94,6;41,95;99,22;97,31;0,01;0,02;0,02;0,03;0,4;38,1;0,04;
GEEK;22/05/2020 00:00;95,99;52,57;98,93;98,27;0;0,01;0,01;0;0,35;39,3;0,03;
GEEK;23/05/2020 00:00;94,6;64,9;99,48;99,28;0;0;0;0,01;0,33;21,6;0,03;
GEEK;24/05/2020 00:00;95;68,8;99,38;98,82;0,01;0,01;0,02;0;0,12;18,6;0;
GEMB;19/05/2020 00:00;91,08;81,5;97,46;97,87;0,74;0,62;1,2;0,01;0,81;102;0,15;
GEMB;20/05/2020 00:00;92,2;81,86;97,37;97,71;0,95;0,73;1,51;0,01;1,19;70,1;0,13;
GEMB;21/05/2020 00:00;86,55;73,79;95,34;95,37;1,36;1,16;2,34;0,07;1,77;86,9;0,12;
GEMB;22/05/2020 00:00;94,36;72,46;99,03;99,27;0,37;0,27;0,62;0,03;1,21;93,2;0,16;
GEMB;23/05/2020 00:00;88,24;78,06;95,96;95,19;0,97;1,11;1,93;0;2,21;39,1;0,15;
GEMB;24/05/2020 00:00;95,43;86,52;99,29;99,62;0,38;0,16;0,49;0,01;0,42;93,8;0,14;
EBFS;19/05/2020 00:00;78,63;67,27;99,89;99,18;0;0;0;0;0;0,3;0,05;
EBFS;20/05/2020 00:00;74,51;66,39;99,85;98,88;0;0,03;0,03;0;0,02;5,4;0,03;
EBFS;21/05/2020 00:00;71,91;68,59;99,88;96,7;0;0,01;0,01;0;0;13,3;0,06;
EBFS;22/05/2020 00:00;79,29;71,12;99,9;99,61;0;0,01;0,01;0;0,1;13;0,04;
EBFS;23/05/2020 00:00;75,31;69,73;99,92;97,9;0;0;0;0;0;3,9;0,03;
EBFS;24/05/2020 00:00;83,43;74,13;99,91;99,93;0;0;0;0;0;-7,9;0,01;
EBSH;19/05/2020 00:00;83,32;67,28;99,79;99,13;0;0,02;0,02;0;0,09;-8,6;0,08;
EBSH;20/05/2020 00:00;83,71;62,04;99,8;98,64;0,01;0,04;0,05;0;0,08;-50,1;0,05;
EBSH;21/05/2020 00:00;81,55;50,94;99,77;96,46;0,06;0,01;0,07;0;0;-26,9;0,05;
EBSH;22/05/2020 00:00;88,98;65,82;99,8;97,62;0;0;0;0;0,03;8,6;0,05;
EBSH;23/05/2020 00:00;81,82;54,59;99,76;97,94;0;0,04;0,04;0;0;-15,6;0,04;
EBSH;24/05/2020 00:00;90,29;64,79;99,68;99,77;0;0;0;0;0;-10,4;0,03;
LARCE;19/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;20/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;21/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;22/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;23/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;24/05/2020 00:00;;;;;;;;;;;;geen data
GEEK;25/05/2020 00:00;;;;;;;;;;;;onderhoud
LARCE;25/05/2020 00:00;;;;;;;;;;;;geen data
S723E;25/05/2020 00:00;88,52;76,31;99,94;98,23;0;0,04;0,04;0;0,4;49;0,01;
EBBE;25/05/2020 00:00;66,54;50,05;90,33;91,13;0,26;0,17;0,43;0;0,83;135,6;-0,19;
EBBL;25/05/2020 00:00;44,6;23,39;98,18;99,91;0;0,03;0,03;0;0,05;49,1;0,07;
GEMB;25/05/2020 00:00;92,27;81,64;97,79;98,04;0,58;0,57;1,07;0;1,02;120,9;0,19;
EBFS;25/05/2020 00:00;80,63;73,87;99,94;97;0;0,01;0,01;0;0,05;7,4;0;
EBSH;25/05/2020 00:00;86,44;62,37;99,77;98,4;0,06;0,04;0,1;0;0,01;-8,1;0,05;
S723E;26/05/2020 00:00;88,48;71,53;99,86;99,88;0;0,07;0,07;0;0,3;34,5;0,01;
EBBE;26/05/2020 00:00;74,67;58,6;89,83;90,26;0,1;0,22;0,28;0;1,53;96,5;-0,18;
EBBL;26/05/2020 00:00;38,83;19,02;97,42;99,86;0;0,04;0,04;0;0,05;30,5;0,1;
GEEK;26/05/2020 00:00;;;;;;;;;;;;onderhoud
GEMB;26/05/2020 00:00;91,02;74,9;95,92;95,87;1,23;1,07;2,03;0,02;1,32;113,7;0,18;
EBFS;26/05/2020 00:00;79,31;76,53;99,89;99,28;0;0,02;0,02;0;0,01;26,1;0,03;
EBSH;26/05/2020 00:00;79,51;62,81;99,83;98,86;0,01;0,02;0,03;0;0,03;0,1;0,07;
LARCE;26/05/2020 00:00;;;;;;;;;;;;geen data
S723E;27/05/2020 00:00;88,68;72,54;99,8;99,7;0,01;0,01;0,01;0;0,15;35,1;0,01;
EBBE;27/05/2020 00:00;62,03;49,03;94,42;92,56;0,02;0,05;0,06;0,01;0,83;118,6;-0,19;
EBBL;27/05/2020 00:00;33,29;16,13;97,82;99,64;0;0,03;0,03;0;0,25;35,8;0,08;
GEEK;27/05/2020 00:00;94,02;56,44;99,61;97,46;0,01;0,01;0,01;0,02;0,01;71,6;0,01;
GEEK;;;;;;;;;;;;;
GEMB;27/05/2020 00:00;89,47;63,74;96,72;96,9;1,03;0,74;1,65;0,03;2,47;97,9;0,14;
EBFS;27/05/2020 00:00;79,96;77,67;99,9;99,43;0;0,01;0,01;0;0;20;0,02;
EBSH;27/05/2020 00:00;84,93;64,58;99,69;97,56;0,01;0,01;0,02;0;0,03;-16,1;0,06;
LARCE;27/05/2020 00:00;;;;;;;;;;;;geen data
S723E;28/05/2020 00:00;86,34;70,9;99,78;98,96;0,04;0,05;0,09;0;0,26;38,7;0;
EBBE;28/05/2020 00:00;73,61;61,44;92,17;92,39;0,08;0,15;0,21;0,01;0,96;121,9;-0,16;
EBBL;28/05/2020 00:00;42,62;21,09;98,07;99,89;0;0,05;0,05;0;0,03;5,7;0,12;
GEEK;28/05/2020 00:00;93,99;72,29;99,56;97,34;0;0,08;0,08;0;0,51;66,1;0,05;
GEMB;28/05/2020 00:00;89,66;65,27;96,47;96,75;1,05;0,81;1,7;0,14;2,08;72,6;0,15;
EBFS;28/05/2020 00:00;76,67;77,06;99,89;97,82;0;0,01;0,01;0;0,01;11,6;0,02;
EBSH;28/05/2020 00:00;83,34;68,09;99,74;97,82;0,03;0,02;0,05;0;0,01;-17,2;0,06;
LARCE;28/05/2020 00:00;;;;;;;;;;;;geen data
S723E;29/05/2020 00:00;89,02;72,3;99,72;99,35;0,07;0,03;0,1;0;0,19;16,9;0;
EBBE;29/05/2020 00:00;69,62;52,35;91,89;88,8;0,05;0,1;0,15;0,01;0,87;144,9;-0,19;
EBBL;29/05/2020 00:00;31,15;12,29;96,95;99,85;0;0,01;0,02;0;0,01;10,7;0,09;
GEEK;29/05/2020 00:00;94,99;50,41;99,69;98,64;0,01;0,01;0,02;0,02;0,12;61,2;0,02;
GEMB;29/05/2020 00:00;88,35;60,47;95,99;96,36;1,34;1,05;2,13;0,02;1,99;73,9;0,1;
EBFS;29/05/2020 00:00;76,55;68,81;99,9;97,61;0;0;0,01;0;0;1,6;0,01;
EBSH;29/05/2020 00:00;80,7;57,37;99,85;98,84;0;0,01;0,01;0;0;-23,5;0,05;
LARCE;29/05/2020 00:00;;;;;;;;;;;;geen data
S723E;30/05/2020 00:00;72,22;46,58;99,11;99,41;0,15;0,04;0,17;0;0,03;25,1;-0,01;
EBBE;30/05/2020 00:00;65,18;55,67;92,41;89,93;0,08;0,11;0,18;0;0,58;86,6;-0,18;
EBBL;30/05/2020 00:00;31,71;12,48;95,67;99,04;0,09;0,03;0,12;0;0,01;22,9;0,08;
GEEK;30/05/2020 00:00;91,4;43,36;99,59;98,46;0,04;0,02;0,06;0;0,11;45,6;0,02;
GEMB;30/05/2020 00:00;83,16;55,72;94,84;94,36;1,51;1,5;2,75;0;2,34;64,5;0,12;
EBFS;30/05/2020 00:00;62,56;71,19;99,64;98,38;0,02;0,01;0,03;0;0;5,4;0;
EBSH;30/05/2020 00:00;74,66;49,34;99,73;98,4;0,03;0,01;0,03;0;0;-27,5;0,03;
LARCE;;;;;;;;;;;;;geen data
S723E;31/05/2020 00:00;82,83;62,34;99,73;99,88;0;0;0;0;0,05;32,9;0,02;
EBBE;31/05/2020 00:00;70,38;58,06;94,57;91,43;0,03;0,1;0,12;0,01;0,43;121,8;-0,22;
EBBL;31/05/2020 00:00;31,89;13,53;96,51;99,5;0;0,04;0,04;0;0,01;7,8;0,09;
GEEK;31/05/2020 00:00;94,27;48,25;99,31;98,1;0,06;0,01;0,08;0;0,33;-0,67;0,03;
GEMB;31/05/2020 00:00;86,82;55,28;95,64;95,41;1,25;1,29;2,35;0;2,81;95,9;0,14;
EBFS;31/05/2020 00:00;68,73;69,63;99,91;99,67;0;0;0;0;0;10,6;0,01;
EBSH;31/05/2020 00:00;72,49;47,18;99,83;98,73;0;0,01;0,01;0;0;-14;0,06;
LARCE;30/05/2020 00:00;;;;;;;;;;;;geen data
LARCE;31/05/2020 00:00;;;;;;;;;;;;geen data
S723E;01/06/2020 00:00;86,55;67,05;99,62;99,21;0,01;0;0,01;0;0,02;40;-0,01;
EBBE;01/06/2020 00:00;58,61;50,01;93,34;91,39;0,07;0,24;0,31;0;0,74;131,5;-0,21;
EBBL;01/06/2020 00:00;36,64;18,17;97,54;99,86;0,01;0,02;0,03;0;0,01;12,3;0,09;
GEEK;01/06/2020 00:00;94,44;50,56;99,46;98,69;0;0,01;0,01;0;0,23;72;0,03;
GEMB;01/06/2020 00:00;87,94;61,52;95,99;95,52;1,16;1,02;2,01;0,01;3,35;92,9;0,13;
EBFS;01/06/2020 00:00;72,26;70,4;99,88;98,61;0,01;0,01;0,02;0;0;7,5;0;
EBSH;01/06/2020 00:00;72,49;47,18;99,83;98,73;0;0,01;0,01;0;0;-13,7;0,04;
LARCE;01/06/2020 00:00;;;;;;;;;;;;geen data
S723E;02/06/2020 00:00;;;;;;;;;;;;onderhoud 050620
EBBE;02/06/2020 00:00;61,66;49,28;92,62;92,99;0,13;0,19;0,32;0,01;0,81;;;
EBBL;02/06/2020 00:00;33,6;15,04;97,54;99,74;0;0,02;0,02;0;0,15;;;
GEEK;02/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;02/06/2020 00:00;92,01;74,54;96,6;97,14;1,07;0,71;1,63;0;1,35;;;
EBFS;02/06/2020 00:00;75,29;70,52;99,92;99,25;0;0,02;0,02;0;0;;;
EBSH;02/06/2020 00:00;80,02;62,99;99,36;97,66;0,1;0,03;0,13;0;0,07;;;
LARCE;02/06/2020 00:00;;;;;;;;;;;;geen data
S723E;03/06/2020 00:00;;;;;;;;;;;;onderhoud 050620
EBBE;03/06/2020 00:00;71,35;56,7;90,12;90,4;0,08;0,13;0,2;0,01;0,79;;;
EBBL;03/06/2020 00:00;42,34;21,88;98,44;99,93;0;0,03;0,03;0;0,01;;;
GEEK;03/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;03/06/2020 00:00;90,75;71,55;96,73;97,29;1,03;0,71;1,61;0,01;2,18;;;
EBFS;03/06/2020 00:00;73,31;53,7;99,9;99,41;0;0,02;0,02;0;0,01;;;
EBSH;03/06/2020 00:00;78,31;58,81;99,63;98,98;0;0,01;0,01;0;0,17;;;
LARCE;03/06/2020 00:00;;;;;;;;;;;;geen data
S723E;04/06/2020 00:00;;;;;;;;;;;;onderhoud 050620
EBBE;04/06/2020 00:00;62,54;48,44;98,31;96,58;0;0;0;0;0,59;;;
EBBL;04/06/2020 00:00;67,86;39,79;99,46;99,32;0;0,01;0,01;0;0,01;;;
GEEK;04/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;04/06/2020 00:00;94,79;78,94;98,49;97,79;0,56;0,35;0,81;0,01;0,71;;;
EBFS;04/06/2020 00:00;77,51;51,77;99,88;99,35;0;0,01;0,01;0;0;;;
EBSH;04/06/2020 00:00;91,36;70,64;99,78;99,03;0;0;0;0;0,01;;;
LARCE;04/06/2020 00:00;;;;;;;;;;;;geen data
S723E;05/06/2020 00:00;90,66;81,08;99,92;99,96;0;0,03;0,03;0;0,14;-1;-0,04;
S723E;06/06/2020 00:00;85,97;73,1;99,79;99,98;0;0;0;0;0,06;16;-0,05;
S723E;07/06/2020 00:00;86,49;68,3;99,74;99,95;0;0;0;0;0,19;0,1;-0,05;
EBBE;05/06/2020 00:00;73,54;67,94;91,62;92,23;0,1;0,2;0,3;0;1,25;45,4;-0,2;
EBBE;06/06/2020 00:00;61,81;44,89;96,39;96,52;0,05;0,04;0,07;0;0,6;108,1;-0,2;
EBBE;07/06/2020 00:00;62,81;50,33;94,41;93,89;0,07;0,12;0,18;0,01;1,04;104,5;-0,21;
EBBL;05/06/2020 00:00;60,78;42,25;99,19;99,97;0;0,03;0,03;0;0,01;-20,6;-0,13;
EBBL;06/06/2020 00:00;44,81;19,97;97,81;99,96;0;0,04;0,04;0;0;-22,7;0,13;
EBBL;07/06/2020 00:00;42,33;19,78;97,81;98,77;0;0,02;0,02;0;0,01;-14;0,11;
GEEK;05/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEEK;06/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEEK;07/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;05/06/2020 00:00;95,71;79,58;98,67;98,75;0,46;0,42;0,78;0,02;0,42;36,1;0,19;
GEMB;06/06/2020 00:00;87,41;61,14;97,9;98,13;0,58;0,5;1,01;0,01;2,09;37,7;0,19;
GEMB;07/06/2020 00:00;90,42;70,24;97,95;98,34;0,69;0,36;0,98;0;1,3;55,8;0,17;
EBFS;05/06/2020 00:00;78,08;75,2;99,85;99,63;0;0,01;0,01;0;0;-16,2;0,05;
EBFS;06/06/2020 00:00;67,29;55,97;99,88;99,86;0;0,01;0,01;0;0;-13,9;0,01;
EBFS;07/06/2020 00:00;72,86;66,99;99,86;99,93;0;0;0;0;0;-20,4;0,03;
EBSH;05/06/2020 00:00;91,34;77,56;99,68;99,52;0;0;0;0;0,01;-46,7;0,05;
EBSH;06/06/2020 00:00;72,62;42,07;99,6;98,11;0;0,01;0,01;0;0;-49,5;0,04;
EBSH;07/06/2020 00:00;83,57;53,94;99,73;98,86;0;0;0;0;0,06;-30;0,05;
LARCE;05/06/2020 00:00;;;;;;;;;;;;geen data
LARCE;06/06/2020 00:00;;;;;;;;;;;;geen data
LARCE;07/06/2020 00:00;;;;;;;;;;;;geen data
S723E;08/06/2020 00:00;89,23;82,15;99,85;99,95;0;0,01;0,01;0;0,51;20,5;-0,08;
EBBE;08/06/2020 00:00;73,22;62,51;90,19;90,08;0,02;0,17;0,19;0;1,11;84,1;-0,24;
EBBL;08/06/2020 00:00;57,49;37,54;98,91;99,94;0;0,01;0,01;0;0,02;-50;0,12;
GEEK;08/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;08/06/2020 00:00;94,66;82,05;96,06;96,84;1,46;0,98;2,07;0,02;1,79;29,5;0,15;
EBFS;08/06/2020 00:00;81,01;76,7;99,92;99,04;0;0,01;0,01;0;0,02;-23,6;0,03;
EBSH;08/06/2020 00:00;89,19;74,13;99,71;98,45;0,05;0,03;0,07;0;0,05;-22,3;0,03;
LARCE;08/06/2020 00:00;;;;;;;;;;;;geen data
S723E;09/06/2020 00:00;84,47;71,41;99,75;99,95;0;0,01;0,01;0,01;0,27;20,8;-0,05;
EBBE;09/06/2020 00:00;68,92;57,52;91,33;90,74;0,04;0,12;0,15;0;0,93;79,5;-0,2;
EBBL;09/06/2020 00:00;50,89;27,93;98,5;99,41;0;0,03;0,03;0;0,02;-9,4;0,15;
GEEK;09/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;09/06/2020 00:00;92,38;80,5;95,95;96,31;1,37;1,16;2,15;0,01;1,59;81,7;0,17;
EBFS;09/06/2020 00:00;76,1;65,44;99,93;99,06;0;0,02;0,02;0;0;2,6;0,03;
EBSH;09/06/2020 00:00;84,07;68,02;99,75;98,95;0;0,06;0,06;0;0,01;-22,3;0,06;
LARCE;09/06/2020 00:00;;;;;;;;;;;;geen data
S723E;10/06/2020 00:00;86,08;69,98;99,84;99,4;0,01;0,11;0,12;0;0,27;69;-0,06;
EBBE;10/06/2020 00:00;70,13;55,71;83,75;84,97;0,12;0,07;0,18;0,01;0,95;107,2;-0,23;
EBBL;10/06/2020 00:00;49,03;24,96;98,17;99,94;0,05;0,03;0,09;0;0,06;-22,4;0,13;
GEEK;10/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;10/06/2020 00:00;92,28;50,71;95,47;96,2;1,38;1,04;2,13;0,01;3,1;54,5;0,16;
EBFS;10/06/2020 00:00;71,48;63,45;99,87;98,54;0;0,01;0,01;0;0;-37,3;0,01;
EBSH;10/06/2020 00:00;85,86;67,28;99,75;98,82;0;0,03;0,03;0;0,01;-17,3;0,04;
LARCE;10/06/2020 00:00;;28,15;;;;;;;;6,2;-0,06;
S723E;11/06/2020 00:00;85,26;71,67;99,83;99,97;0,01;0,01;0,02;0,01;0,53;22,1;-0,04;
EBBE;11/06/2020 00:00;68,33;55,1;92,5;91,93;0,1;0,09;0,18;0;0,8;76,05;-0,19;
EBBL;11/06/2020 00:00;41,31;19,43;97,86;99,46;0;0,03;0,03;0;0,03;-7,1;-0,04;
GEEK;11/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;11/06/2020 00:00;91,87;;96,89;97,4;0,95;0,65;1,48;0;4,92;106,4;0,2;no psr data
EBFS;11/06/2020 00:00;70,89;36,09;99,88;99,48;0,01;0;0,02;0;0,01;-2;0,04;
EBSH;11/06/2020 00:00;85,17;62,81;99,57;99,34;0,1;0;0,1;0;0,11;-14,2;0,07;
LARCE;11/06/2020 00:00;;31,31;;;;;;;;-14,6;-0,01;
S723E;12/06/2020 00:00;87,64;77,04;99,88;99,98;0;0,01;0,01;0;0,37;27,1;-0,05;
S723E;13/06/2020 00:00;79,73;55,16;99,65;99,04;0;0,02;0,02;0;0,24;15;-0,03;
S723E;14/06/2020 00:00;90,34;73,94;99,83;98,97;0;0;0;0;0,02;32,8;-0,04;
EBBE;12/06/2020 00:00;74,06;56,56;92,65;92,94;0,12;0;0;0;0,81;92,1;-0,18;
EBBE;13/06/2020 00:00;63,6;50,03;91,32;89,83;0,06;0,19;0,25;0;0,55;122,9;-0,19;
EBBE;14/06/2020 00:00;64,88;52,45;92,08;89,22;0,03;0,02;0,05;0;0,76;92,3;-0,2;
EBBL;12/06/2020 00:00;37,6;17,83;97,48;99,95;0;0,03;0,03;0;0,01;6,1;-0,04;
EBBL;13/06/2020 00:00;29,81;15,1;96,83;99,89;0;0,06;0,06;0;0;1,1;-0,05;
EBBL;14/06/2020 00:00;43,1;27,62;98,53;99,75;0,01;0;0,01;0;0,01;18,7;-0,04;
GEEK;12/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEEK;13/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEEK;14/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;12/06/2020 00:00;90,38;49,84;95,91;95,87;1,1;1,01;1,97;0,01;2,68;72,2;0,17;
GEMB;13/06/2020 00:00;86,68;59,99;96,52;96,67;1,09;0,85;1,81;0,01;2,1;73,3;0,19;
GEMB;14/06/2020 00:00;93,29;;99,12;99,11;0,37;0,35;0,62;0,07;1,69;96,9;0,2;no psr data
EBFS;12/06/2020 00:00;79,71;68,85;99,88;99,61;0;0;0;0;0;14,2;0,04;
EBFS;13/06/2020 00:00;65,81;65,62;99,87;98,53;0;0;0;0;0;-1,4;0,04;
EBFS;14/06/2020 00:00;81,26;65,94;99,89;99,33;0;0;0;0;0;-3,6;0,05;
EBSH;12/06/2020 00:00;86,61;61,79;99,74;98,66;0;0,01;0,01;0;0;-12,6;0,05;
EBSH;13/06/2020 00:00;67,41;42,45;99,73;98,33;0;0;0;0,01;0,02;-12,6;0,04;
EBSH;14/06/2020 00:00;88,76;61,7;99,75;98,59;0,01;0;0,01;0;0,01;-26,9;0,04;
LARCE;12/06/2020 00:00;;26,32;;;;;;;;6,7;-0,03;
LARCE;13/06/2020 00:00;;16,83;;;;;;;;-26,2;-0,02;
LARCE;14/06/2020 00:00;;21,84;;;;;;;;-22,3;-0,02;
S723E;15/06/2020 00:00;;72,5;;;;;;;;9,5;-0,05;geen mssr data
EBBE;15/06/2020 00:00;63,04;50,11;89,97;89,59;0,18;0,08;0,25;0;0,77;73,8;-0,22;
EBBL;15/06/2020 00:00;46,61;27,11;98,54;99,4;0,04;0,03;0,07;0;0,01;10,3;-0,05;
GEEK;15/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;15/06/2020 00:00;93,73;80,81;96,57;96,65;1,14;1,08;1,99;0,01;0,95;43,5;0,16;
EBFS;15/06/2020 00:00;78,84;69,8;99,91;98,59;0,04;0,01;0,05;0;0,01;-2,1;0,01;
EBSH;15/06/2020 00:00;87,43;69,48;99,7;97,21;0,02;0;0,03;0;0,02;-4,1;0,02;
LARCE;15/06/2020 00:00;;24,57;;;;;;;;0,1;-0,04;
S723E;16/06/2020 00:00;86,29;75,13;99,9;99,92;0,03;0,04;0,07;0;0,33;25,6;-0,05;
EBBE;16/06/2020 00:00;61,26;51,37;91,3;91,33;0,02;0,37;0,38;0;0,64;102,2;-0,21;
EBBL;16/06/2020 00:00;53,85;35,29;99,18;99,82;0;0,08;0,08;0;0,03;17,2;-0,03;
GEEK;16/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;16/06/2020 00:00;92,18;79,84;96,72;97,15;0,99;0,89;1,66;0,07;1,55;134,6;0,15;
EBFS;16/06/2020 00:00;77,23;70,58;99,89;99,01;0;0,05;0,05;0;0,01;2,5;0,03;
EBSH;16/06/2020 00:00;83,16;65,84;99,84;98,84;0;0,04;0,04;0;0,06;-17,8;0,05;
LARCE;16/06/2020 00:00;;27,66;;;;;;;;-12,1;-0,02;
S723E;17/06/2020 00:00;87,09;81,15;99,94;99,02;0;0,02;0,02;0;0,58;31,6;-0,05;
EBBE;17/06/2020 00:00;71,83;51,61;89,39;89,69;0,18;0,06;0,24;0;1,25;162,5;-0,22;
EBBL;17/06/2020 00:00;59,93;36,46;99,02;98,75;0;0,03;0,03;0;0,06;9,4;-0,05;
GEEK;17/06/2020 00:00;;;;;;;;;;;;onderhoud 180620
GEMB;17/06/2020 00:00;92,37;75,5;97,66;97,06;0,8;0,5;1,15;0;1,28;43,5;0,15;
EBFS;17/06/2020 00:00;76,7;74,34;99,97;97,07;0;0,03;0,03;0;0;25,4;0,02;
EBSH;17/06/2020 00:00;85,24;73,28;99,67;96,91;0;0,03;0,03;0;0;-8,5;0,04;
LARCE;17/06/2020 00:00;;30,09;;;;;;;;15,9;-0,04;
S723E;18/06/2020 00:00;89,05;78,41;99,88;99,83;0,02;0,04;0,06;0;0,38;29,7;-0,05;
EBBE;18/06/2020 00:00;65,84;50,76;89,31;89,97;0,09;0,16;0,23;0,01;0,81;120,4;-0,19;
EBBL;18/06/2020 00:00;53,29;30,97;98,39;99,73;0,08;0,04;0,12;0;0,58;-4;-0,05;
GEEK;18/06/2020 00:00;93,71;69,48;99,42;99,13;0,02;0,05;0,07;0;0,65;31,1;0,01;
GEMB;18/06/2020 00:00;87,51;73,38;96,54;96,81;1,17;0,85;1,74;0,01;1,02;74,9;0,14;
EBFS;18/06/2020 00:00;78,22;72,26;99,82;98,35;0,06;0,02;0,08;0;0,01;0,8;0,06;
EBSH;18/06/2020 00:00;86,47;67,51;99,75;97,89;0,03;0;0,03;0;0,01;-26,5;0,04;
LARCE;18/06/2020 00:00;;25,66;;;;;;;;3,9;-0,06;
S723E;19/06/2020 00:00;88,02;77,81;99,87;99,85;0,04;0,09;0,12;0;0,25;22,6;-0,04;
S723E;20/06/2020 00:00;78,8;56,77;99,56;99,63;0;0,01;0,01;0;0,03;15,8;-0,03;
S723E;21/06/2020 00:00;90,43;73,64;99,85;99,38;0;0;0;0;0,02;25,1;-0,04;
EBBE;19/06/2020 00:00;66,17;51,81;89,29;89,28;0,11;0,29;0,38;0;0,92;108,7;-0,2;
EBBE;20/06/2020 00:00;60,44;45,12;89,98;89,44;0,05;0,17;0,22;0;0,49;160,9;-0,17;
